,Ticker,Beta
0,TGNA,0.341054883811523
1,PECO,0.8203832650120121
2,ADNT,1.797695500321972
3,FCFS,0.8202189882891231
4,ALIT,1.403274001192782
5,SHLS,1.480745757910651
6,CADE,0.932640620337636
7,AVNT,1.495107414847315
8,MTSI,1.298309148260022
9,EPRT,0.8059077806965681
10,DUOL,1.488819144101454
11,CNMD,1.331763990712662
12,STAA,1.586688754913249
13,LTHM,1.753647845972992
14,NARI,1.310820303094362
15,APLE,1.027666548083072
16,TWNK,0.4942789402782161
17,AEIS,1.324361630593085
18,STNE,1.904141800077161
19,SMPL,0.859242092815614
20,TNET,0.9665708208613012
21,MODG,1.17434008720584
22,ARRY,1.67928591077164
23,ARWR,1.719088490672836
24,FOLD,0.955328954648626
25,CYTK,
26,COOP,1.086140630174332
27,BLKB,0.950692974855442
28,BXMT,0.9986940138103412
29,BECN,0.970882760465501
30,NTLA,2.000550686766141
31,SANM,1.024071501322109
32,OTTR,0.656172574541192
33,FOCS,1.474335898941136
34,FWRD,1.002835570614274
35,AXNX,1.220267333337058
36,TGTX,2.727481705859927
37,WERN,0.8010853987263871
38,BPMC,1.259956481057218
39,SPXC,
40,CCOI,0.655187140864647
41,ACIW,1.036270302640348
42,WIRE,1.183689383691901
43,MGEE,0.535121936259865
44,LCII,1.216473757222464
45,IPAR,0.8954634150844081
46,MSTR,3.102528233792198
47,UCBI,0.886801443502342
48,CALX,1.383743814272488
49,OMCL,1.298655245493289
50,RETA,1.037703281877171
51,MOGA,0.8284794631616721
52,DNLI,1.580954548947396
53,PACB,2.858450067365814
54,TMDX,1.735055783676811
55,VRNS,1.586560155410645
56,CVCO,1.371290116393493
57,ITGR,0.990507853569715
58,ESGR,0.557923783454594
59,WDFC,0.6762841833608101
60,SHOO,1.204507375004314
61,LIVN,0.894836288263222
62,NGVT,1.05744805926078
63,INDB,0.6233159930819241
64,HLNE,1.238201072518574
65,STNG,0.3981814659129531
66,KLIC,1.418733738743675
67,HUBG,0.9322790897508112
68,PGNY,1.419638307282576
69,APPF,1.003124617099692
70,REZI,1.45132408564048
71,SONO,1.227258537404953
72,RVNC,1.348035290081425
73,CVLT,0.92819942639044
74,UMBF,0.8564503321871121
75,COKE,0.944917885254268
76,IOSP,0.7724176558341931
77,SBRA,0.651670309687572
78,CWEN,0.824951487334541
79,PTEN,1.341063816160962
80,SFBS,0.724501812745813
81,TCBI,1.017102361375514
82,AVAV,1.24997290331562
83,ARNC,1.260347563073057
84,FIBK,0.627520954776949
85,AMBA,2.019112293837509
86,PLXS,0.8506012353356861
87,HASI,1.394881110751197
88,INSM,1.192618180547397
89,SAGE,1.139909542097852
90,PIPR,1.092230673474207
91,PZZA,0.946820094739898
92,MATX,1.206365795523391
93,PRGS,
94,PRMW,0.924038391097854
95,ACAD,
96,DOCN,2.044989436988464
97,PDCO,0.753161981553874
98,VRNT,1.138555725869741
99,AMKR,1.437130247953185
100,LGIH,1.479194951846696
101,ITRI,1.384123402589821
102,CBRL,0.9485175559530292
103,SITC,1.113924894348684
104,CATY,0.931191882814649
105,AXSM,0.8530872232216421
106,ALRM,1.136810402028081
107,ARCB,1.466072105239433
108,WSFS,0.879523277346935
109,VRRM,0.8508946467034131
110,CHGG,1.173719344484519
111,JJSF,0.445762062678885
112,GKOS,1.163635748921926
113,IBOC,0.738004288515219
114,DORM,0.670173196121381
115,ABCB,0.9590668702222672
116,MTRN,1.156329071643278
117,PRFT,1.325894891611689
118,FTDR,0.9612695618905632
119,NUVA,0.998720782568806
120,GLNG,0.8740270992157351
121,FORM,1.350293011455259
122,BOOT,1.602924034741293
123,MGRC,
124,PCRX,0.7840262256394751
125,FCPT,0.610817421215589
126,PRTA,1.787045149638655
127,APAM,1.1294106479588
128,BLMN,1.144210074914463
129,RVMD,1.507597606240047
130,STRA,0.5831291375414951
131,SEAS,1.364609586257371
132,PPBI,1.048145705270598
133,IDCC,
134,SHAK,1.47725212130412
135,HELE,1.102268403782332
136,SGRY,1.999973607202672
137,CALM,0.323462843853415
138,FULT,0.815784014427509
139,CVBF,
140,DOOR,1.182890168604887
141,MYRG,0.7747847480547241
142,SFNC,0.8458923734057331
143,CSWI,0.8412651353342161
144,ICFI,0.62733067941937
145,VIAV,0.934238390424259
146,EVTC,0.8634942605605621
147,HLIO,1.059291242214267
148,YELP,1.076724307373715
149,BEAM,2.22868618310557
150,EXTR,1.263928851372129
151,ETRN,1.194857586090746
152,INSW,0.37664712566752
153,CEIX,0.9355991346503212
154,CORT,0.7001420878222151
155,NTCT,0.72182798290836
156,FFBC,0.7973932420792531
157,CTRE,
158,DBRG,1.68081060372413
159,SUPN,0.6989173344340911
160,IIPR,1.284359645446918
161,ATRC,1.259851817727312
162,SITM,2.305482792499327
163,SAVE,0.8758771676134861
164,PSMT,0.763883554831096
165,THRM,1.238820356854333
166,NMIH,0.990566648743584
167,JACK,0.84993645107832
168,WAFD,0.7901980887370731
169,FSLY,2.338618948990419
170,KRYS,1.251631647992914
171,ARCH,0.805502014023572
